country,sex,birthyear,age,life_satisfaction,work_importance,financial_satisfaction,religiousity,political_scale,marital_status,employment,work_importance_r,age_group
NZL,Female,1975,44,7,2,7,Not a religious person,3,Married,Part time,3,29-44
NZL,Male,1975,44,6,2,5,Not a religious person,8,Married,Full time,3,29-44
NZL,Male,1975,44,7,3,2,Not a religious person,6,Married,Full time,2,29-44
NZL,Male,1975,44,8,2,8,An atheist,3,Married,Full time,3,29-44
SGP,Female,1976,44,8,2,8,An atheist,5,Divorced,Full time,3,29-44
SGP,Male,1976,44,6,1,6,Not a religious person,3,Married,Unemployed,4,29-44
SGP,Male,1975,44,7,2,6,A religious person,7,Married,Full time,3,29-44
SGP,Female,1976,44,5,2,4,An atheist,4,Single,Full time,3,29-44
SGP,Male,1976,44,9,2,8,A religious person,4,Single,Unemployed,3,29-44
SGP,Female,1976,44,8,2,8,Not a religious person,5,Married,Full time,3,29-44
SGP,Female,1976,44,7,1,9,A religious person,5,Single,Part time,4,29-44
SGP,Female,1975,44,8,2,8,An atheist,6,Married,Full time,3,29-44
SGP,Female,1975,44,8,2,7,An atheist,5,Single,Part time,3,29-44
SGP,Female,1975,44,8,1,5,Not a religious person,6,Separated,Self employed,4,29-44
SGP,Female,1975,44,7,1,7,A religious person,4,Married,Full time,4,29-44
SGP,Male,1975,44,8,2,7,A religious person,1,Married,Full time,3,29-44
SGP,Female,1975,44,10,1,7,A religious person,1,Married,Unemployed,4,29-44
SGP,Female,1976,44,8,1,5,A religious person,7,Married,Part time,4,29-44
SGP,Male,1975,44,6,2,6,A religious person,5,Married,Full time,3,29-44
SGP,Female,1976,44,8,3,6,Not a religious person,5,Married,Homemaker not otherwise employed,2,29-44
SGP,Male,1976,44,8,1,9,A religious person,10,Married,Full time,4,29-44
SGP,Male,1975,44,7,2,8,Not a religious person,6,Married,Full time,3,29-44
SGP,Female,1976,44,6,2,6,A religious person,5,Married,Full time,3,29-44
SGP,Female,1975,44,4,2,5,A religious person,5,Married,Full time,3,29-44
SGP,Female,1975,44,7,2,6,Not a religious person,4,Married,Homemaker not otherwise employed,3,29-44
SGP,Female,1976,44,8,2,8,Not a religious person,6,Married,Homemaker not otherwise employed,3,29-44
SGP,Male,1975,44,5,2,5,An atheist,2,Married,Full time,3,29-44
SGP,Male,1976,44,7,1,7,Not a religious person,3,Single,Full time,4,29-44
SGP,Male,1976,44,8,2,7,Not a religious person,2,Married,Full time,3,29-44
SGP,Male,1976,44,8,1,6,Not a religious person,5,Married,Full time,4,29-44
SGP,Male,1975,44,6,2,5,Not a religious person,5,Married,Full time,3,29-44
SGP,Female,1975,44,8,2,8,Not a religious person,5,Married,Homemaker not otherwise employed,3,29-44
SGP,Female,1976,44,6,2,6,Not a religious person,5,Married,Homemaker not otherwise employed,3,29-44
SGP,Male,1976,44,7,1,5,A religious person,6,Single,Full time,4,29-44
CAN,Male,1977,43,7,2,4,A religious person,7,Married,Full time,3,29-44
CAN,Male,1977,43,7,2,3,An atheist,10,Married,Self employed,3,29-44
CAN,Female,1977,43,8,2,8,Not a religious person,5,Married,Full time,3,29-44
CAN,Male,1977,43,1,3,4,A religious person,3,Married,Full time,2,29-44
CAN,Male,1976,43,5,1,6,A religious person,10,Married,Full time,4,29-44
CAN,Male,1976,43,6,1,8,Not a religious person,6,Single,Full time,4,29-44
CAN,Male,1977,43,6,2,6,A religious person,5,Married,Full time,3,29-44
CAN,Female,1977,43,6,1,5,Not a religious person,6,Married,Unemployed,4,29-44
CAN,Female,1977,43,8,2,8,An atheist,5,Married,Homemaker not otherwise employed,3,29-44
CAN,Male,1977,43,8,3,6,A religious person,6,Married,Full time,2,29-44
CAN,Male,1977,43,7,2,7,A religious person,10,Married,Part time,3,29-44
CAN,Male,1977,43,7,1,6,Not a religious person,4,Married,Full time,4,29-44
CAN,Male,1977,43,3,3,2,Not a religious person,7,Single,Other,2,29-44
CAN,Female,1977,43,7,3,6,A religious person,3,Living together as married,Full time,2,29-44
CAN,Female,1976,43,6,1,8,A religious person,5,Married,Unemployed,4,29-44
CAN,Male,1977,43,4,2,3,An atheist,6,Separated,Full time,3,29-44
CAN,Female,1976,43,8,2,8,An atheist,6,Living together as married,Full time,3,29-44
CAN,Female,1976,43,7,3,5,A religious person,5,Single,Full time,2,29-44
CAN,Male,1977,43,3,2,1,An atheist,5,Divorced,Unemployed,3,29-44
CAN,Female,1977,43,7,2,1,A religious person,5,Living together as married,Other,3,29-44
CAN,Female,1976,43,7,1,2,A religious person,8,Married,Full time,4,29-44
CAN,Male,1976,43,1,2,6,A religious person,5,Divorced,Full time,3,29-44
CAN,Male,1976,43,5,1,5,Not a religious person,5,Married,Full time,4,29-44
CAN,Female,1977,43,8,1,8,Not a religious person,7,Married,Full time,4,29-44
CAN,Male,1977,43,7,2,8,Not a religious person,5,Married,Full time,3,29-44
CAN,Male,1977,43,7,2,7,An atheist,10,Single,Full time,3,29-44
CAN,Male,1977,43,8,2,6,Not a religious person,5,Married,Full time,3,29-44
CAN,Male,1976,43,4,3,6,Not a religious person,6,Single,Retired/pensioned,2,29-44
CAN,Female,1976,43,8,1,3,An atheist,8,Living together as married,Unemployed,4,29-44
CAN,Male,1977,43,4,2,2,A religious person,10,Living together as married,Full time,3,29-44
CAN,Male,1977,43,9,2,6,An atheist,3,Married,Full time,3,29-44
CAN,Female,1976,43,9,2,9,Not a religious person,6,Living together as married,Self employed,3,29-44
CAN,Female,1977,43,3,3,5,An atheist,5,Married,Other,2,29-44
CAN,Male,1977,43,7,1,8,A religious person,4,Married,Full time,4,29-44
CAN,Male,1976,43,7,2,7,Not a religious person,4,Single,Full time,3,29-44
CAN,Female,1977,43,10,1,8,A religious person,6,Married,Full time,4,29-44
CAN,Male,1976,43,7,2,7,Not a religious person,5,Living together as married,Full time,3,29-44
CAN,Female,1977,43,7,3,7,Not a religious person,5,Single,Full time,2,29-44
CAN,Female,1977,43,5,2,5,A religious person,4,Living together as married,Unemployed,3,29-44
CAN,Male,1977,43,7,1,8,A religious person,9,Single,Full time,4,29-44
CAN,Female,1976,43,8,1,8,Not a religious person,5,Single,Self employed,4,29-44
CAN,Male,1977,43,5,1,4,Not a religious person,5,Married,Full time,4,29-44
CAN,Male,1976,43,8,2,7,Not a religious person,3,Married,Full time,3,29-44
CAN,Female,1977,43,8,2,6,Not a religious person,5,Living together as married,Unemployed,3,29-44
CAN,Female,1977,43,8,2,6,An atheist,5,Divorced,Full time,3,29-44
CAN,Male,1977,43,8,1,8,Not a religious person,6,Living together as married,Self employed,4,29-44
CAN,Male,1977,43,6,2,3,An atheist,7,Divorced,Full time,3,29-44
CAN,Male,1977,43,9,1,9,A religious person,9,Single,Full time,4,29-44
CAN,Female,1977,43,9,2,8,An atheist,3,Married,Self employed,3,29-44
CAN,Male,1976,43,6,2,8,A religious person,5,Married,Full time,3,29-44
CAN,Male,1977,43,7,2,6,A religious person,10,Single,Student,3,29-44
CAN,Male,1977,43,10,1,10,Not a religious person,6,Married,Full time,4,29-44
CAN,Female,1977,43,9,1,8,A religious person,5,Married,Part time,4,29-44
CAN,Female,1977,43,9,3,3,A religious person,5,Living together as married,Part time,2,29-44
CAN,Male,1977,43,8,2,9,A religious person,10,Single,Full time,3,29-44
CAN,Male,1976,43,2,4,3,Not a religious person,10,Single,Full time,1,29-44
CAN,Male,1977,43,7,1,7,A religious person,7,Married,Full time,4,29-44
CAN,Female,1976,43,9,3,8,A religious person,10,Married,Homemaker not otherwise employed,2,29-44
CAN,Female,1977,43,7,1,6,Not a religious person,5,Married,Full time,4,29-44
CAN,Male,1977,43,6,2,5,Not a religious person,7,Living together as married,Full time,3,29-44
CAN,Female,1977,43,8,2,7,Not a religious person,5,Married,Other,3,29-44
CAN,Female,1977,43,7,2,6,Not a religious person,5,Married,Full time,3,29-44
CAN,Male,1976,43,9,2,9,Not a religious person,8,Living together as married,Full time,3,29-44
CAN,Male,1977,43,7,2,7,A religious person,1,Single,Full time,3,29-44
CAN,Male,1977,43,8,1,7,A religious person,8,Divorced,Full time,4,29-44
CAN,Male,1977,43,8,1,9,Not a religious person,9,Single,Full time,4,29-44
CAN,Male,1977,43,8,1,8,Not a religious person,5,Married,Full time,4,29-44
CAN,Male,1976,43,9,2,7,An atheist,4,Married,Full time,3,29-44
CAN,Male,1977,43,9,1,10,A religious person,9,Single,Full time,4,29-44
CAN,Female,1977,43,7,2,4,Not a religious person,8,Married,Self employed,3,29-44
CAN,Female,1976,43,5,3,7,Not a religious person,5,Married,Self employed,2,29-44
CAN,Male,1977,43,6,1,6,An atheist,4,Married,Unemployed,4,29-44
NZL,Female,1976,43,9,2,9,Don't know,7,Married,Part time,3,29-44
NZL,Female,1976,43,10,2,10,An atheist,2,Married,Part time,3,29-44
NZL,Male,1976,43,8,2,8,Not a religious person,3,Married,Full time,3,29-44
NZL,Female,1976,43,8,1,7,Not a religious person,3,Married,Full time,4,29-44
NZL,Male,1976,43,8,2,7,Not a religious person,10,Single,Full time,3,29-44
NZL,Male,1976,43,5,2,3,Not a religious person,1,Single,Full time,3,29-44
NZL,Male,1976,43,9,1,9,A religious person,5,Married,Full time,4,29-44
NZL,Male,1976,43,6,2,8,An atheist,7,Married,Full time,3,29-44
NZL,Female,1976,43,9,2,9,Not a religious person,6,Married,Part time,3,29-44
NZL,Female,1976,43,9,2,8,Not a religious person,4,Living together as married,Part time,3,29-44
NZL,Female,1976,43,5,2,5,Not a religious person,4,Single,Full time,3,29-44
SGP,Female,1977,43,7,3,7,A religious person,3,Married,Homemaker not otherwise employed,2,29-44
SGP,Male,1976,43,6,1,7,A religious person,5,Married,Full time,4,29-44
SGP,Male,1977,43,5,1,6,A religious person,10,Married,Self employed,4,29-44
SGP,Female,1976,43,7,2,5,A religious person,7,Married,Unemployed,3,29-44
SGP,Female,1976,43,7,1,7,A religious person,2,Married,Part time,4,29-44
SGP,Female,1977,43,9,1,9,An atheist,4,Married,Full time,4,29-44
SGP,Male,1976,43,6,1,5,Not a religious person,6,Living together as married,Full time,4,29-44
SGP,Female,1976,43,8,2,8,Not a religious person,5,Married,Homemaker not otherwise employed,3,29-44
SGP,Female,1977,43,7,2,8,Not a religious person,5,Married,Full time,3,29-44
SGP,Female,1977,43,9,3,7,Not a religious person,7,Married,Full time,2,29-44
SGP,Female,1977,43,7,3,7,Not a religious person,4,Single,Full time,2,29-44
SGP,Female,1976,43,8,4,8,Not a religious person,6,Married,Homemaker not otherwise employed,1,29-44
SGP,Male,1976,43,7,1,5,Not a religious person,5,Married,Full time,4,29-44
SGP,Female,1977,43,1,1,1,A religious person,3,Married,Unemployed,4,29-44
SGP,Male,1976,43,4,1,3,A religious person,4,Married,Full time,4,29-44
SGP,Female,1977,43,9,2,6,A religious person,8,Married,Full time,3,29-44
SGP,Female,1977,43,5,1,5,A religious person,5,Married,Homemaker not otherwise employed,4,29-44
SGP,Male,1976,43,10,1,10,An atheist,5,Married,Full time,4,29-44
SGP,Female,1976,43,5,2,5,A religious person,5,Married,Full time,3,29-44
SGP,Male,1976,43,8,1,7,A religious person,2,Married,Full time,4,29-44
SGP,Female,1977,43,7,3,8,Not a religious person,4,Married,Homemaker not otherwise employed,2,29-44
SGP,Female,1977,43,6,2,6,A religious person,8,Single,Unemployed,3,29-44
SGP,Female,1976,43,8,3,8,A religious person,7,Married,Part time,2,29-44
SGP,Female,1977,43,10,1,10,A religious person,6,Married,Homemaker not otherwise employed,4,29-44
SGP,Male,1976,43,6,2,4,Not a religious person,4,Married,Full time,3,29-44
SGP,Male,1977,43,9,1,7,A religious person,10,Married,Student,4,29-44
SGP,Male,1977,43,10,1,8,A religious person,-2,Married,Full time,4,29-44
SGP,Female,1977,43,6,1,5,A religious person,5,Single,Part time,4,29-44
SGP,Male,1976,43,3,1,3,An atheist,5,Divorced,Full time,4,29-44
SGP,Male,1977,43,4,2,8,Not a religious person,-2,Married,Full time,3,29-44
SGP,Male,1976,43,6,1,5,A religious person,8,Married,Full time,4,29-44
SGP,Male,1976,43,6,1,2,A religious person,5,Married,Full time,4,29-44
SGP,Female,1976,43,9,1,8,A religious person,4,Married,Full time,4,29-44
SGP,Female,1977,43,6,2,6,A religious person,7,Married,Homemaker not otherwise employed,3,29-44
SGP,Female,1977,43,9,4,9,Not a religious person,5,Married,Full time,1,29-44
SGP,Male,1977,43,7,1,7,A religious person,4,Single,Full time,4,29-44
SGP,Female,1977,43,7,1,7,A religious person,2,Married,Full time,4,29-44
CAN,Male,1978,42,8,1,8,Not a religious person,5,Living together as married,Full time,4,29-44
CAN,Female,1977,42,6,2,5,Not a religious person,5,Single,Full time,3,29-44
CAN,Female,1978,42,10,2,10,An atheist,6,Living together as married,Full time,3,29-44
CAN,Female,1978,42,8,1,5,An atheist,6,Single,Full time,4,29-44
CAN,Male,1978,42,4,2,1,Not a religious person,4,Living together as married,Full time,3,29-44
CAN,Female,1978,42,8,2,8,Not a religious person,5,Single,Full time,3,29-44
CAN,Male,1978,42,8,2,7,Not a religious person,7,Married,Full time,3,29-44
CAN,Female,1978,42,2,1,7,Not a religious person,5,Single,Self employed,4,29-44
CAN,Male,1977,42,6,3,5,An atheist,2,Living together as married,Self employed,2,29-44
CAN,Female,1977,42,8,1,7,An atheist,7,Married,Full time,4,29-44
CAN,Female,1978,42,8,2,8,A religious person,5,Single,Self employed,3,29-44
CAN,Male,1977,42,7,2,5,Not a religious person,9,Living together as married,Full time,3,29-44
CAN,Female,1978,42,8,2,8,A religious person,10,Married,Full time,3,29-44
CAN,Female,1978,42,6,1,4,A religious person,5,Living together as married,Full time,4,29-44
CAN,Female,1978,42,3,1,1,A religious person,5,Divorced,Full time,4,29-44
CAN,Male,1978,42,7,3,8,An atheist,4,Single,Full time,2,29-44
CAN,Female,1978,42,6,1,4,A religious person,8,Divorced,Full time,4,29-44
CAN,Female,1978,42,7,2,3,Not a religious person,3,Living together as married,Self employed,3,29-44
CAN,Female,1978,42,7,1,4,An atheist,5,Living together as married,Part time,4,29-44
CAN,Male,1978,42,10,1,7,A religious person,5,Living together as married,Other,4,29-44
CAN,Male,1977,42,8,1,9,A religious person,8,Divorced,Self employed,4,29-44
CAN,Male,1978,42,9,1,6,Not a religious person,4,Married,Full time,4,29-44
CAN,Male,1978,42,5,4,6,An atheist,5,Divorced,Homemaker not otherwise employed,1,29-44
CAN,Male,1978,42,9,2,9,A religious person,7,Married,Self employed,3,29-44
CAN,Female,1978,42,9,2,9,An atheist,7,Married,Full time,3,29-44
CAN,Male,1978,42,8,2,7,An atheist,4,Married,Full time,3,29-44
CAN,Male,1977,42,6,2,5,Not a religious person,3,Married,Full time,3,29-44
CAN,Male,1978,42,6,1,5,Not a religious person,4,Single,Student,4,29-44
CAN,Male,1977,42,4,2,3,A religious person,3,Single,Full time,3,29-44
CAN,Male,1978,42,9,1,9,Not a religious person,8,Married,Full time,4,29-44
CAN,Male,1978,42,8,1,7,A religious person,6,Living together as married,Full time,4,29-44
CAN,Male,1978,42,5,2,5,A religious person,5,Married,Full time,3,29-44
CAN,Female,1978,42,7,2,5,An atheist,5,Divorced,Full time,3,29-44
CAN,Female,1978,42,10,2,9,An atheist,4,Married,Part time,3,29-44
CAN,Female,1978,42,7,2,5,Not a religious person,7,Single,Full time,3,29-44
CAN,Male,1978,42,8,1,7,An atheist,4,Single,Full time,4,29-44
CAN,Female,1978,42,7,1,5,Not a religious person,5,Married,Full time,4,29-44
CAN,Male,1978,42,6,1,7,A religious person,6,Living together as married,Full time,4,29-44
CAN,Female,1978,42,5,3,4,Not a religious person,5,Single,Self employed,2,29-44
CAN,Male,1977,42,9,3,8,Not a religious person,7,Married,Self employed,2,29-44
CAN,Male,1977,42,9,1,8,A religious person,8,Single,Full time,4,29-44
CAN,Male,1978,42,7,1,6,An atheist,6,Single,Full time,4,29-44
CAN,Female,1978,42,10,2,6,Not a religious person,5,Single,Other,3,29-44
CAN,Female,1977,42,7,1,6,Not a religious person,5,Married,Full time,4,29-44
CAN,Female,1977,42,8,2,2,A religious person,5,Living together as married,Full time,3,29-44
CAN,Female,1978,42,8,2,5,An atheist,5,Widowed,Full time,3,29-44
CAN,Male,1978,42,6,2,5,Not a religious person,4,Living together as married,Other,3,29-44
CAN,Female,1978,42,3,1,1,An atheist,3,Living together as married,Full time,4,29-44
CAN,Male,1978,42,8,2,7,Not a religious person,8,Married,Full time,3,29-44
CAN,Male,1977,42,7,2,6,An atheist,3,Married,Full time,3,29-44
CAN,Female,1978,42,7,3,8,An atheist,5,Living together as married,Homemaker not otherwise employed,2,29-44
CAN,Female,1977,42,8,2,9,Not a religious person,5,Separated,Part time,3,29-44
CAN,Male,1978,42,7,1,5,Not a religious person,5,Single,Full time,4,29-44
CAN,Female,1978,42,8,3,8,Not a religious person,8,Married,Full time,2,29-44
CAN,Male,1978,42,8,1,9,Not a religious person,6,Married,Full time,4,29-44
CAN,Male,1978,42,9,1,9,A religious person,5,Married,Full time,4,29-44
CAN,Female,1978,42,7,1,8,Not a religious person,7,Living together as married,Self employed,4,29-44
CAN,Male,1978,42,6,3,5,Not a religious person,5,Married,Full time,2,29-44
CAN,Male,1978,42,9,1,9,A religious person,9,Single,Full time,4,29-44
NZL,Female,1977,42,8,2,8,Not a religious person,7,Married,Full time,3,29-44
NZL,Female,1977,42,6,3,9,Not a religious person,5,Married,Homemaker not otherwise employed,2,29-44
NZL,Male,1977,42,8,2,7,An atheist,7,Separated,Full time,3,29-44
NZL,Female,1977,42,7,2,5,A religious person,4,Single,Part time,3,29-44
NZL,Female,1977,42,7,2,7,Not a religious person,6,Married,Part time,3,29-44
NZL,Male,1977,42,8,2,8,An atheist,5,Single,Full time,3,29-44
NZL,Female,1977,42,8,2,9,Not a religious person,4,Married,Part time,3,29-44
NZL,Male,1977,42,8,2,8,Not a religious person,5,Living together as married,Full time,3,29-44
NZL,Female,1977,42,6,2,8,Not a religious person,1,Living together as married,Homemaker not otherwise employed,3,29-44
NZL,Male,1977,42,9,1,9,A religious person,5,Married,Self employed,4,29-44
NZL,Female,1977,42,9,2,8,A religious person,2,Married,Full time,3,29-44
SGP,Female,1977,42,2,3,2,Not a religious person,8,Single,Full time,2,29-44
SGP,Female,1978,42,7,2,7,Not a religious person,5,Single,Full time,3,29-44
SGP,Female,1978,42,8,2,7,Not a religious person,5,Married,Full time,3,29-44
SGP,Female,1977,42,8,3,10,A religious person,5,Married,Full time,2,29-44
SGP,Female,1977,42,10,1,10,A religious person,5,Married,Full time,4,29-44
SGP,Female,1978,42,7,3,10,Not a religious person,10,Married,Full time,2,29-44
SGP,Female,1978,42,5,3,8,Not a religious person,5,Married,Homemaker not otherwise employed,2,29-44
SGP,Female,1978,42,7,2,7,Not a religious person,7,Married,Full time,3,29-44
SGP,Male,1978,42,8,3,7,Not a religious person,6,Married,Full time,2,29-44
SGP,Female,1977,42,7,1,7,A religious person,5,Single,Full time,4,29-44
SGP,Male,1978,42,8,2,9,A religious person,6,Married,Full time,3,29-44
SGP,Male,1977,42,1,1,1,A religious person,5,Married,Full time,4,29-44
SGP,Male,1977,42,8,1,8,A religious person,6,Married,Full time,4,29-44
SGP,Female,1977,42,8,2,8,An atheist,4,Single,Full time,3,29-44
SGP,Male,1977,42,8,1,8,A religious person,9,Married,Full time,4,29-44
SGP,Female,1977,42,8,2,8,A religious person,5,Married,Full time,3,29-44
SGP,Female,1977,42,8,1,7,Not a religious person,5,Married,Full time,4,29-44
SGP,Female,1977,42,6,3,5,Not a religious person,5,Single,Full time,2,29-44
SGP,Female,1977,42,1,3,1,Not a religious person,4,Single,Unemployed,2,29-44
SGP,Male,1977,42,8,1,8,An atheist,1,Married,Full time,4,29-44
SGP,Female,1977,42,8,1,3,A religious person,4,Married,Homemaker not otherwise employed,4,29-44
SGP,Male,1977,42,3,1,6,An atheist,7,Married,Full time,4,29-44
SGP,Female,1978,42,7,1,4,A religious person,5,Married,Full time,4,29-44
SGP,Female,1978,42,7,2,8,Not a religious person,3,Married,Full time,3,29-44
