country,sex,age,marital_status,employment
CAN,Male,67,Married,Retired/pensioned
CAN,Male,36,Married,Unemployed
CAN,Female,37,Married,Full time
CAN,Female,63,Living together as married,Full time
CAN,Female,59,Married,Retired/pensioned
CAN,Male,38,Married,Full time
CAN,Male,53,Married,Part time
CAN,Female,45,Married,Full time
CAN,Male,78,Married,Retired/pensioned
CAN,Male,37,Divorced,Full time
CAN,Female,21,Single,Student
CAN,Female,68,Living together as married,Retired/pensioned
CAN,Male,48,Married,Full time
CAN,Male,71,Married,Part time
CAN,Male,42,Married,Full time
CAN,Female,44,Divorced,Part time
CAN,Male,49,Married,Other
CAN,Female,60,Married,Unemployed
CAN,Female,65,Married,Retired/pensioned
CAN,Female,72,Married,Retired/pensioned
CAN,Male,85,Divorced,Retired/pensioned
CAN,Female,57,Married,Full time
CAN,Male,72,Married,Retired/pensioned
CAN,Female,35,Single,Other
CAN,Male,42,Married,Full time
CAN,Female,45,Married,Self employed
CAN,Female,63,Married,Retired/pensioned
CAN,Female,35,Married,Self employed
CAN,Female,60,Married,Retired/pensioned
CAN,Female,65,Married,Retired/pensioned
CAN,Male,58,Married,Retired/pensioned
CAN,Female,57,Divorced,Retired/pensioned
CAN,Male,20,Divorced,Self employed
CAN,Male,63,Married,Retired/pensioned
CAN,Male,52,Separated,Full time
CAN,Female,55,Married,Full time
CAN,Male,50,Married,Full time
CAN,Male,20,Single,Student
CAN,Female,36,Living together as married,Unemployed
CAN,Male,77,Married,Retired/pensioned
CAN,Male,35,Living together as married,Full time
CAN,Male,37,Single,Full time
CAN,Male,21,Single,Student
CAN,Female,24,Single,Student
CAN,Female,50,Living together as married,Full time
CAN,Female,43,Married,Self employed
CAN,Male,52,Married,Full time
CAN,Male,74,Married,Retired/pensioned
CAN,Female,38,Living together as married,Full time
CAN,Female,20,Single,Part time
CAN,Female,24,Single,Part time
CAN,Male,76,Single,Self employed
CAN,Female,42,Living together as married,Self employed
CAN,Male,37,Married,Full time
CAN,Female,22,Single,Student
CAN,Female,33,Married,Full time
CAN,Female,69,Separated,Retired/pensioned
CAN,Male,37,Living together as married,Full time
CAN,Female,39,Married,Full time
CAN,Male,46,Single,Full time
CAN,Male,63,Married,Other
CAN,Male,49,Married,Full time
CAN,Female,34,Living together as married,Full time
CAN,Male,55,Living together as married,Full time
CAN,Male,49,Single,Homemaker not otherwise employed
CAN,Female,37,Living together as married,Other
CAN,Male,23,Living together as married,Full time
CAN,Male,61,Married,Full time
CAN,Female,45,Living together as married,Full time
CAN,Male,44,Married,Full time
CAN,Female,41,Living together as married,Unemployed
CAN,Male,63,Married,Retired/pensioned
CAN,Male,58,Married,Full time
CAN,Male,45,Married,Full time
CAN,Male,69,Married,Retired/pensioned
CAN,Female,22,Single,Student
CAN,Female,21,Single,Part time
CAN,Male,74,Divorced,Self employed
CAN,Female,77,Married,Retired/pensioned
CAN,Male,45,Single,Full time
CAN,Male,41,Single,Full time
CAN,Male,63,Separated,Full time
CAN,Female,69,Married,Retired/pensioned
CAN,Male,38,Single,Unemployed
CAN,Male,42,Married,Full time
CAN,Female,71,Widowed,Retired/pensioned
CAN,Male,66,Divorced,Unemployed
CAN,Female,62,Married,Retired/pensioned
CAN,Male,64,Married,Self employed
CAN,Male,64,Married,Retired/pensioned
CAN,Male,57,Divorced,Unemployed
CAN,Female,24,Living together as married,Part time
CAN,Male,42,Single,Full time
CAN,Male,32,Living together as married,Full time
CAN,Male,45,Single,Full time
CAN,Female,49,Living together as married,Part time
CAN,Male,41,Single,Full time
CAN,Male,40,Single,Student
CAN,Male,33,Married,Full time
CAN,Male,50,Married,Full time
CAN,Female,65,Widowed,Retired/pensioned
CAN,Male,66,Married,Unemployed
CAN,Male,44,Living together as married,Full time
CAN,Female,54,Married,Full time
CAN,Male,39,Married,Full time
CAN,Male,57,Single,Full time
CAN,Female,25,Single,Student
CAN,Female,20,Single,Student
CAN,Male,64,Living together as married,Retired/pensioned
CAN,Female,32,Living together as married,Full time
CAN,Male,18,Single,Student
CAN,Male,24,Single,Full time
CAN,Male,40,Single,Full time
CAN,Male,23,Living together as married,Student
CAN,Male,19,Single,Full time
CAN,Male,43,Married,Unemployed
CAN,Male,50,Single,Part time
CAN,Male,38,Married,Full time
CAN,Male,70,Separated,Retired/pensioned
CAN,Female,64,Married,Retired/pensioned
CAN,Male,37,Married,Full time
NZL,Female,53,Married,Full time
NZL,Female,58,Married,Full time
NZL,Female,74,Divorced,Full time
NZL,Female,76,Widowed,Retired/pensioned
NZL,Female,32,Living together as married,Part time
NZL,Male,65,Married,Full time
NZL,Female,54,Married,Part time
NZL,Male,76,Married,Retired/pensioned
NZL,Male,77,Widowed,Retired/pensioned
NZL,Female,42,Married,Full time
NZL,Female,48,Married,Full time
NZL,Male,60,Separated,Full time
NZL,Female,66,Married,Retired/pensioned
NZL,Male,72,Divorced,Retired/pensioned
NZL,Male,61,Living together as married,Unemployed
NZL,Male,68,Married,Retired/pensioned
NZL,Female,62,Divorced,Part time
NZL,Female,24,Single,Full time
NZL,Female,76,Married,Retired/pensioned
NZL,Female,56,Married,Full time
NZL,Female,73,Married,Retired/pensioned
NZL,Female,64,Living together as married,Retired/pensioned
NZL,Male,45,Married,Part time
NZL,Male,80,Married,Retired/pensioned
NZL,Male,54,Separated,Part time
NZL,Female,32,Married,Part time
NZL,Male,88,Widowed,Retired/pensioned
NZL,Female,20,Single,Part time
NZL,Female,43,Married,Part time
NZL,Male,41,Married,Full time
NZL,Female,40,Married,Part time
NZL,Male,75,Married,Part time
NZL,Male,51,Married,Full time
NZL,Male,73,Married,Retired/pensioned
NZL,Male,60,Married,Full time
NZL,Male,71,Single,Full time
NZL,Male,70,Living together as married,Retired/pensioned
NZL,Male,78,Widowed,Retired/pensioned
NZL,Female,55,Married,Full time
NZL,Female,53,Married,Full time
NZL,Male,30,Single,Full time
NZL,Female,77,Married,Retired/pensioned
NZL,Female,59,Married,Full time
NZL,Male,41,Living together as married,Full time
NZL,Female,60,Married,Part time
NZL,Male,73,Married,Retired/pensioned
NZL,Male,74,Married,Retired/pensioned
NZL,Male,30,Living together as married,Full time
NZL,Male,83,Married,Retired/pensioned
NZL,Female,69,Married,Retired/pensioned
NZL,Female,68,Married,Retired/pensioned
NZL,Female,58,Married,Part time
NZL,Male,80,Married,Retired/pensioned
NZL,Female,70,Married,Full time
NZL,Male,75,Married,Retired/pensioned
NZL,Female,47,Married,Part time
NZL,Female,73,Married,Retired/pensioned
NZL,Female,83,Single,Retired/pensioned
NZL,Male,47,Living together as married,Full time
NZL,Female,62,Married,Full time
NZL,Female,66,Married,Retired/pensioned
NZL,Female,42,Married,Homemaker not otherwise employed
NZL,Female,71,Living together as married,Retired/pensioned
NZL,Male,69,Married,Retired/pensioned
NZL,Female,74,Married,Retired/pensioned
NZL,Male,26,Single,Unemployed
NZL,Female,77,Widowed,Retired/pensioned
NZL,Female,77,Married,Retired/pensioned
NZL,Male,60,Widowed,Full time
NZL,Female,72,Married,Part time
NZL,Male,76,Married,Retired/pensioned
NZL,Male,45,Married,Full time
NZL,Male,51,Married,Full time
NZL,Male,21,Single,Student
NZL,Female,44,Married,Part time
NZL,Female,69,Divorced,Full time
NZL,Female,68,Widowed,Retired/pensioned
NZL,Female,65,Married,Full time
NZL,Male,78,Married,Retired/pensioned
NZL,Male,66,Married,Retired/pensioned
NZL,Male,85,Married,Retired/pensioned
NZL,Male,67,Married,Retired/pensioned
NZL,Male,76,Married,Retired/pensioned
NZL,Female,43,Married,Part time
NZL,Female,63,Married,Part time
NZL,Male,74,Married,Full time
NZL,Male,42,Separated,Full time
NZL,Female,84,Widowed,Retired/pensioned
NZL,Male,52,Married,Full time
NZL,Male,71,Married,Retired/pensioned
NZL,Female,79,Married,Unemployed
NZL,Female,71,Married,Retired/pensioned
NZL,Female,56,Living together as married,Full time
NZL,Female,63,Married,Retired/pensioned
NZL,Female,45,Married,Full time
NZL,Male,61,Divorced,Full time
NZL,Male,79,Married,Retired/pensioned
NZL,Male,69,Married,Part time
NZL,Female,31,Living together as married,Full time
NZL,Male,46,Single,Other
NZL,Male,71,Married,Retired/pensioned
NZL,Female,40,Married,Full time
NZL,Female,81,Widowed,Retired/pensioned
NZL,Female,87,Married,Retired/pensioned
NZL,Male,60,Married,Full time
NZL,Female,52,Married,Full time
NZL,Male,77,Married,Retired/pensioned
NZL,Male,46,Single,Full time
NZL,Female,54,Living together as married,Full time
NZL,Female,61,Married,Part time
NZL,Female,20,Single,Part time
NZL,Male,25,Single,Full time
NZL,Male,65,Married,Retired/pensioned
NZL,Female,60,Married,Part time
NZL,Female,59,Married,Part time
NZL,Female,53,Married,Full time
NZL,Female,57,Single,Full time
NZL,Male,65,Married,Retired/pensioned
NZL,Male,64,Married,Full time
NZL,Female,73,Living together as married,Retired/pensioned
NZL,Female,64,Married,Retired/pensioned
NZL,Female,85,Widowed,Retired/pensioned
NZL,Male,60,Married,Full time
NZL,Female,66,Married,Retired/pensioned
NZL,Female,42,Single,Part time
NZL,Male,63,Married,Full time
NZL,Female,60,Married,Part time
NZL,Female,68,Divorced,Full time
NZL,Male,52,Single,Part time
NZL,Female,57,Married,Full time
NZL,Male,77,Married,Retired/pensioned
NZL,Male,37,Single,Full time
NZL,Female,75,Married,Retired/pensioned
NZL,Male,61,Married,Full time
NZL,Female,65,Married,Retired/pensioned
NZL,Male,78,Married,Part time
NZL,Female,74,Married,Retired/pensioned
NZL,Female,66,Married,Retired/pensioned
NZL,Male,58,Married,Full time
NZL,Female,45,Married,Full time
NZL,Female,68,Married,Full time
NZL,Female,89,Widowed,Retired/pensioned
NZL,Male,73,Married,Retired/pensioned
NZL,Male,45,Married,Full time
NZL,Female,55,Divorced,Unemployed
NZL,Male,57,Married,Full time
NZL,Male,87,Divorced,Retired/pensioned
NZL,Male,51,Living together as married,Full time
NZL,Female,60,Widowed,Full time
NZL,Male,56,Married,Full time
NZL,Male,24,Married,Full time
NZL,Female,73,Married,Retired/pensioned
NZL,Male,70,Married,Full time
NZL,Male,44,Married,Full time
NZL,Female,62,Married,Retired/pensioned
NZL,Female,67,Single,Retired/pensioned
NZL,Male,51,Living together as married,Full time
NZL,Male,40,Married,Part time
NZL,Male,52,Single,Part time
NZL,Male,59,Married,Part time
NZL,Male,21,Single,Part time
NZL,Male,75,Married,Retired/pensioned
NZL,Male,28,Single,Part time
NZL,Female,45,Married,Part time
NZL,Female,37,Married,Full time
NZL,Female,59,Divorced,Part time
NZL,Female,30,Married,Homemaker not otherwise employed
NZL,Male,77,Married,Retired/pensioned
NZL,Male,38,Married,Full time
NZL,Male,31,Married,Full time
NZL,Male,66,Married,Full time
NZL,Male,63,Living together as married,Full time
NZL,Male,66,Living together as married,Full time
NZL,Female,67,Married,Part time
NZL,Female,66,Married,Retired/pensioned
NZL,Female,42,Married,Part time
NZL,Female,48,Living together as married,Full time
NZL,Female,67,Married,Retired/pensioned
NZL,Female,54,Divorced,Full time
NZL,Female,60,Married,Full time
NZL,Male,20,Single,Unemployed
NZL,Male,84,Married,Retired/pensioned
NZL,Male,32,Separated,Full time
NZL,Female,46,Married,Full time
NZL,Female,47,Married,Part time
NZL,Female,60,Married,Part time
NZL,Male,68,Married,Full time
NZL,Male,58,Married,Full time
NZL,Female,72,Married,Retired/pensioned
NZL,Female,48,Married,Full time
NZL,Female,84,Widowed,Other
NZL,Female,59,Married,Homemaker not otherwise employed
NZL,Female,57,Single,Part time
NZL,Female,62,Married,Part time
NZL,Male,35,Married,Full time
NZL,Male,49,Married,Full time
NZL,Male,47,Married,Full time
NZL,Male,44,Married,Full time
NZL,Female,58,Married,Full time
NZL,Male,69,Married,Retired/pensioned
NZL,Female,68,Married,Retired/pensioned
NZL,Male,49,Married,Full time
NZL,Female,59,Married,Part time
NZL,Male,78,Widowed,Retired/pensioned
NZL,Female,60,Married,Retired/pensioned
NZL,Female,66,Married,Full time
NZL,Female,46,Married,Homemaker not otherwise employed
NZL,Female,67,Living together as married,Retired/pensioned
NZL,Female,66,Married,Retired/pensioned
NZL,Male,85,Married,Retired/pensioned
NZL,Male,46,Divorced,Full time
NZL,Female,64,Married,Retired/pensioned
NZL,Female,58,Married,Part time
NZL,Female,74,Married,Retired/pensioned
NZL,Female,72,Married,Retired/pensioned
NZL,Male,62,Married,Full time
NZL,Male,35,Living together as married,Full time
NZL,Female,83,Widowed,Retired/pensioned
NZL,Male,65,Married,Retired/pensioned
NZL,Male,78,Widowed,Retired/pensioned
NZL,Male,50,Married,Full time
NZL,Female,68,Separated,Part time
NZL,Female,49,Married,Student
NZL,Female,62,Married,Homemaker not otherwise employed
NZL,Male,59,Married,Full time
NZL,Female,67,Married,Retired/pensioned
NZL,Female,65,Married,Self employed
NZL,Female,69,Married,Retired/pensioned
NZL,Female,79,Married,Retired/pensioned
NZL,Female,66,Married,Retired/pensioned
NZL,Female,65,Married,Retired/pensioned
NZL,Female,82,Widowed,Retired/pensioned
NZL,Female,70,Married,Full time
NZL,Female,38,Married,Part time
NZL,Female,49,Married,Full time
NZL,Female,31,Living together as married,Full time
NZL,Male,52,Married,Full time
NZL,Female,30,Married,Part time
NZL,Female,79,Married,Unemployed
NZL,Male,54,Single,Full time
NZL,Female,53,Married,Part time
NZL,Male,42,Single,Full time
NZL,Male,76,Living together as married,Retired/pensioned
NZL,Female,57,Single,Full time
NZL,Male,40,Married,Full time
NZL,Female,67,Married,Part time
NZL,Male,40,Married,Full time
NZL,Male,71,Married,Retired/pensioned
NZL,Female,53,Single,Full time
NZL,Female,62,Married,Full time
NZL,Female,23,Married,Full time
NZL,Female,69,Single,Retired/pensioned
NZL,Female,71,Married,Retired/pensioned
NZL,Male,24,Living together as married,Student
NZL,Female,71,Married,Retired/pensioned
NZL,Female,64,Married,Full time
NZL,Male,53,Single,Full time
NZL,Female,48,Married,Part time
NZL,Female,46,Married,Full time
NZL,Female,57,Living together as married,Full time
NZL,Male,54,Married,Full time
NZL,Male,53,Married,Full time
NZL,Male,62,Married,Full time
NZL,Female,77,Married,Retired/pensioned
NZL,Female,57,Married,Part time
NZL,Female,58,Living together as married,Part time
NZL,Female,54,Married,Full time
NZL,Female,65,Married,Part time
NZL,Male,67,Married,Part time
NZL,Female,49,Married,Full time
NZL,Male,43,Married,Full time
NZL,Male,49,Married,Full time
NZL,Male,76,Single,Retired/pensioned
NZL,Male,62,Married,Part time
NZL,Female,69,Married,Part time
NZL,Female,31,Single,Unemployed
NZL,Male,63,Married,Full time
NZL,Female,80,Widowed,Retired/pensioned
NZL,Male,68,Married,Retired/pensioned
NZL,Female,70,Married,Retired/pensioned
NZL,Male,67,Married,Unemployed
NZL,Male,34,Married,Full time
NZL,Female,63,Married,Full time
NZL,Female,63,Married,Homemaker not otherwise employed
NZL,Female,74,Married,Retired/pensioned
NZL,Male,70,Married,Retired/pensioned
NZL,Male,54,Single,Retired/pensioned
NZL,Female,53,Divorced,Part time
NZL,Female,27,Living together as married,Full time
NZL,Female,48,Living together as married,Full time
NZL,Female,66,Single,Retired/pensioned
NZL,Male,51,Married,Full time
NZL,Male,64,Married,Retired/pensioned
NZL,Male,50,Single,Unemployed
NZL,Female,21,Single,Part time
NZL,Female,40,Married,Full time
NZL,Female,72,Widowed,Part time
NZL,Male,56,Married,Full time
NZL,Male,49,Married,Full time
NZL,Male,62,Living together as married,Full time
NZL,Male,36,Married,Full time
NZL,Female,61,Married,Full time
NZL,Female,81,Married,Retired/pensioned
NZL,Female,56,Married,Part time
NZL,Male,55,Married,Full time
NZL,Male,60,Married,Full time
NZL,Female,60,Single,Full time
NZL,Female,39,Separated,Part time
NZL,Male,38,Married,Full time
NZL,Male,54,Single,Full time
NZL,Male,71,Married,Retired/pensioned
NZL,Male,54,Married,Full time
NZL,Female,68,Widowed,Part time
NZL,Male,72,Married,Retired/pensioned
NZL,Female,43,Married,Full time
NZL,Female,78,Married,Retired/pensioned
NZL,Female,48,Living together as married,Full time
NZL,Female,56,Married,Part time
NZL,Male,73,Married,Retired/pensioned
NZL,Female,46,Married,Part time
NZL,Female,30,Married,Full time
NZL,Male,57,Married,Full time
NZL,Female,31,Married,Full time
NZL,Male,64,Married,Retired/pensioned
NZL,Female,65,Married,Retired/pensioned
NZL,Female,75,Married,Retired/pensioned
NZL,Female,37,Divorced,Part time
NZL,Female,67,Single,Retired/pensioned
NZL,Female,60,Living together as married,Full time
NZL,Female,24,Single,Full time
NZL,Male,36,Single,Part time
NZL,Female,60,Married,Part time
NZL,Female,91,Widowed,Retired/pensioned
NZL,Male,72,Married,Full time
NZL,Female,53,Divorced,Full time
NZL,Male,46,Married,Full time
NZL,Female,31,Married,Homemaker not otherwise employed
NZL,Male,47,Married,Full time
NZL,Female,64,Living together as married,Part time
NZL,Male,57,Married,Full time
NZL,Male,64,Married,Full time
NZL,Male,73,Married,Retired/pensioned
NZL,Male,41,Married,Full time
NZL,Female,33,Married,Part time
NZL,Male,67,Single,Retired/pensioned
NZL,Female,83,Widowed,Homemaker not otherwise employed
NZL,Female,26,Living together as married,Full time
NZL,Male,36,Living together as married,Full time
NZL,Male,50,Married,Full time
NZL,Female,59,Married,Full time
NZL,Female,57,Single,Full time
NZL,Male,41,Married,Full time
NZL,Male,47,Married,Full time
NZL,Female,58,Married,Part time
NZL,Male,56,Married,Full time
NZL,Female,65,Married,Full time
NZL,Male,43,Single,Full time
NZL,Male,43,Single,Full time
NZL,Female,50,Married,Part time
NZL,Male,67,Married,Retired/pensioned
NZL,Male,71,Married,Full time
NZL,Female,76,Widowed,Full time
NZL,Male,63,Living together as married,Full time
NZL,Female,57,Married,Retired/pensioned
NZL,Female,57,Married,Full time
NZL,Female,20,Single,Student
NZL,Female,46,Living together as married,Full time
NZL,Male,51,Married,Full time
NZL,Male,64,Married,Full time
